web-scraper-order,web-scraper-start-url,links,links-href,
"1626239989-22421","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","O 6.5"
"1626239989-22551","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","Caleb Smith (L)"
"1626239959-19971","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","O 8.5"
"1626239959-19697","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","W 122"
"1626239982-21513","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","OAK"
"1626239967-20450","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","W 3-2"
"1626239982-21359","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","PIT"
"1626239989-22524","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","Jon Gray (R)"
"1626239989-22339","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","@ NYM"
"1626239975-20675","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","Jake Reed (R)"
"1626239959-19449","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","W 6-5"
"1626239982-21883","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","Apr 6"
"1626239982-21822","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","L 3-4"
"1626239975-20684","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","L -136"
"1626239982-21432","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","Corbin Burnes (R)"
"1626239975-21042","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","U 9"
"1626239989-22369","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","Riley Smith (R)"
"1626239989-22059","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","LAD"
"1626239967-20608","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","U 8"
"1626239989-21945","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","U 9"
"1626239975-21100","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","@ MIL"
"1626239967-20324","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","W 16-1"
"1626239959-19925","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","W 4-3"
"1626239989-22093","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","Jun 15"
"1626239982-21620","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","Austin Gomber (L)"
"1626239959-19650","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","May 23"
"1626239967-20050","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","@ PHI"
"1626239989-22072","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","Jun 18"
"1626239959-19409","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","Jake Faria (R)"
"1626239982-21426","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","L -112"
"1626239975-21082","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","Alec Bettinger (R)"
"1626239967-20567","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","Apr 11"
"1626239959-19421","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","L 3-5"
"1626239989-22243","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","Madison Bumgarner (L)"
"1626239982-21337","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","Jul 3"
"1626239959-19900","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","W 110"
"1626239967-19990","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","Jon Gray (R)"
"1626239975-21104","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","L -204"
"1626239989-22547","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","U 9"
"1626239982-21422","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","MIL"
"1626239989-22150","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","@ MIL"
"1626239989-22567","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","L 207"
"1626239959-19540","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","L 0-2"
"1626239982-21906","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","L 6-11"
"1626239975-21217","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","U 7.5"
"1626239982-21468","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","L 141"
"1626239989-22029","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","O 8"
"1626239975-21158","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","Julio Urias (L)"
"1626239967-20066","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","Joe Musgrove (R)"
"1626239967-20380","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","W 5-3"
"1626239975-20829","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","Walker Buehler (R)"
"1626239975-20727","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","U 7.5"
"1626239982-21523","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","Frankie Montas (R)"
"1626239959-19942","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","W 135"
"1626239967-20199","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","Dinelson Lamet (R)"
"1626239959-19960","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","L 0-4"
"1626239989-22264","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","Matt Peacock (R)"
"1626239982-21408","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","@ SEA"
"1626239967-20071","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","@ CIN"
"1626239989-22414","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","U 9"
"1626239959-19626","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","Walker Buehler (R)"
"1626239959-19478","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","Sam Long (L)"
"1626239989-22466","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","L 2-6"
"1626239982-21754","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","Alex Wood (L)"
"1626239975-21241","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","W 5-1"
"1626239975-20887","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","W -144"
"1626239959-19364","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","WAS"
"1626239982-21683","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","German Marquez (R)"
"1626239975-20897","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","STL"
"1626239959-19558","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","U 7.5"
"1626239967-20300","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","O 7"
"1626239975-21094","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","L 1-3"
"1626239959-19577","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","Kohl Stewart (R)"
"1626239989-22323","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","O 8"
"1626239975-20922","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","L -188"
"1626239967-20007","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","Jul 8"
"1626239989-21924","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","O/U"
"1626239982-21300","https://www.covers.com/sport/baseball/mlb/teams","Colorado","https://www.covers.com/sport/baseball/mlb/teams/main/colorado-rockies","W 185"
"1626239959-19954","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","Anthony DeSclafani (R)"
"1626239967-20388","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","Dinelson Lamet (R)"
"1626239989-22259","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","L 190"
"1626239975-21172","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","Trevor Bauer (R)"
"1626239959-19935","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","W -162"
"1626239959-19769","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","May 4"
"1626239989-21956","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","Humberto Castellanos (R)"
"1626239989-22152","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","Merrill Kelly (R)"
"1626239959-19953","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","W 3-2"
"1626239975-21156","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","@ SEA"
"1626239989-22499","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","Apr 11"
"1626239989-21974","https://www.covers.com/sport/baseball/mlb/teams","Arizona","https://www.covers.com/sport/baseball/mlb/teams/main/arizona-diamondbacks","Jul 3"
"1626239959-19623","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","@ LAD"
"1626239975-21057","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","May 5"
"1626239959-19928","https://www.covers.com/sport/baseball/mlb/teams","San Francisco","https://www.covers.com/sport/baseball/mlb/teams/main/san-francisco-giants","W -176"
"1626239967-20183","https://www.covers.com/sport/baseball/mlb/teams","San Diego","https://www.covers.com/sport/baseball/mlb/teams/main/san-diego-padres","@ NYM"
"1626239975-21191","https://www.covers.com/sport/baseball/mlb/teams","LA Dodgers","https://www.covers.com/sport/baseball/mlb/teams/main/los-angeles-dodgers","COL"
