,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak
193,"Friday, May 7",ATL,Home,PHI,L,2.0,12.0,9.0,15-17,3.0,2.5,Eflin,Morton,None,3:23,N,38952.0,1.21,-1.0
194,"Saturday, May 8",ATL,Home,PHI,W-wo,8.0,7.0,12.0,16-17,3.0,2.0,Webb,De Los Santos,None,4:47,N,39852.0,1.09,1.0
195,"Sunday, May 9",ATL,Home,PHI,W,6.0,1.0,9.0,17-17,3.0,2.0,Ynoa,Nola,None,2:44,N,28829.0,1.16,2.0
196,"Tuesday, May 11",ATL,Home,TOR,L,3.0,5.0,9.0,17-18,3.0,3.0,Thornton,Minter,Romano,3:15,N,21688.0,.98,-1.0
197,"Wednesday, May 12",ATL,Home,TOR,L,1.0,4.0,9.0,17-19,3.0,4.0,Ryu,Jackson,Cole,2:42,N,21171.0,1.00,-2.0
198,"Thursday, May 13",ATL,Home,TOR,L,4.0,8.0,9.0,17-20,3.0,4.5,Bergen,Smith,None,3:14,D,21653.0,.88,-3.0
199,"Friday, May 14",ATL,@,MIL,W,6.0,3.0,9.0,18-20,3.0,3.5,Smyly,Houser,None,3:23,N,12130.0,.89,1.0
200,"Saturday, May 15",ATL,@,MIL,W,5.0,1.0,9.0,19-20,3.0,2.5,Anderson,Anderson,None,2:54,N,16344.0,.96,2.0
201,"Sunday, May 16",ATL,@,MIL,L,9.0,10.0,9.0,19-21,3.0,2.5,Peralta,Ynoa,Hader,3:45,D,16044.0,1.05,-1.0
202,"Monday, May 17",ATL,Home,NYM,L,1.0,3.0,9.0,19-22,3.0,3.5,Reid-Foley,Fried,Diaz,3:14,N,22691.0,1.10,-2.0
203,"Tuesday, May 18",ATL,Home,NYM,L,3.0,4.0,9.0,19-23,3.0,4.5,Familia,Smith,Diaz,2:36,N,21667.0,1.07,-3.0
204,"Wednesday, May 19",ATL,Home,NYM,W-wo,5.0,4.0,9.0,20-23,3.0,3.5,Smith,Barnes,None,2:50,N,22619.0,1.03,1.0
205,"Thursday, May 20",ATL,Home,PIT,L,4.0,6.0,10.0,20-24,3.0,4.0,Rodriguez,Webb,None,3:43,N,21430.0,.86,-1.0
206,"Friday, May 21",ATL,Home,PIT,W,20.0,1.0,9.0,21-24,3.0,4.0,Anderson,Anderson,None,3:09,N,37545.0,.80,1.0
207,"Saturday, May 22",ATL,Home,PIT,W,6.0,1.0,9.0,22-24,2.0,3.0,Wilson,Keller,None,2:51,D,40068.0,.87,2.0
208,"Sunday, May 23",ATL,Home,PIT,W,7.0,1.0,9.0,23-24,2.0,2.0,Fried,Brubaker,None,2:30,D,39874.0,.91,3.0
209,"Tuesday, May 25",ATL,@,BOS,W,3.0,1.0,9.0,24-24,2.0,1.5,Morton,Richards,Smith,3:06,N,9357.0,.96,4.0
210,"Wednesday, May 26",ATL,@,BOS,L,5.0,9.0,9.0,24-25,2.0,2.0,Pivetta,Smyly,None,2:56,N,9197.0,1.05,-1.0
211,"Saturday, May 29",ATL,@,NYM,L,2.0,13.0,9.0,24-26,2.0,4.0,Walker,Anderson,None,3:27,N,10251.0,1.23,-2.0
212,"Monday, May 31",ATL,Home,WSN,W,5.0,3.0,9.0,25-26,2.0,4.0,Morton,Ross,Smith,3:05,N,37668.0,.99,1.0
213,"Tuesday, Jun 1",ATL,Home,WSN,L,6.0,11.0,9.0,25-27,2.0,4.0,Voth,Fried,None,3:54,N,24083.0,1.02,-1.0
214,"Wednesday, Jun 2",ATL,Home,WSN,L,3.0,5.0,9.0,25-28,2.0,5.0,Hudson,Minter,Hand,3:24,N,32752.0,.98,-2.0
215,"Thursday, Jun 3",ATL,Home,WSN,W,5.0,1.0,9.0,26-28,2.0,4.0,Tomlin,Corbin,None,2:47,D,25595.0,.94,1.0
216,"Friday, Jun 4",ATL,Home,LAD,L,5.0,9.0,9.0,26-29,2.0,4.0,Urias,Anderson,None,3:45,N,40514.0,.96,-1.0
217,"Saturday, Jun 5",ATL,Home,LAD,W,6.0,4.0,9.0,27-29,2.0,4.0,Morton,Kershaw,Smith,3:16,N,41136.0,.93,1.0
218,"Sunday, Jun 6",ATL,Home,LAD,W,4.0,2.0,9.0,28-29,2.0,4.0,Fried,Bauer,Smith,3:21,D,39439.0,.95,2.0
219,"Tuesday, Jun 8",ATL,@,PHI,W,9.0,5.0,9.0,29-29,2.0,3.0,Newcomb,Brogdon,None,3:45,N,13125.0,1.11,3.0
220,"Wednesday, Jun 9",ATL,@,PHI,L-wo,1.0,2.0,9.0,29-30,2.0,4.0,Suarez,Smith,None,2:51,N,13552.0,1.27,-1.0
221,"Thursday, Jun 10",ATL,@,PHI,L-wo,3.0,4.0,10.0,29-31,3.0,4.5,Alvarado,Martin,None,3:30,D,14261.0,1.17,-2.0
222,"Friday, Jun 11",ATL,@,MIA,L,3.0,4.0,9.0,29-32,3.0,5.5,Alcantara,Morton,Garcia,3:23,N,6595.0,.95,-3.0
223,"Saturday, Jun 12",ATL,@,MIA,L,2.0,4.0,9.0,29-33,3.0,6.5,Thompson,Fried,Floro,2:47,D,8158.0,.88,-4.0
224,"Sunday, Jun 13",ATL,@,MIA,W,6.0,4.0,9.0,30-33,3.0,5.5,Smyly,Lopez,Smith,3:45,D,8448.0,.75,1.0
225,"Tuesday, Jun 15",ATL,Home,BOS,L,8.0,10.0,9.0,30-34,3.0,7.0,Sawamura,Martin,Barnes,3:32,N,36638.0,.79,-1.0
226,"Wednesday, Jun 16",ATL,Home,BOS,L,8.0,10.0,9.0,30-35,3.0,8.0,Rios,Greene,Ottavino,4:10,N,39847.0,.65,-2.0
227,"Thursday, Jun 17",ATL,Home,STL,W,4.0,0.0,9.0,31-35,3.0,7.0,Morton,Gant,None,2:54,N,33412.0,.60,1.0
228,"Friday, Jun 18",ATL,Home,STL,W,9.0,1.0,9.0,32-35,3.0,6.0,Fried,Martinez,None,2:51,N,40377.0,.64,2.0
229,"Sunday, Jun 20 (1)",ATL,Home,STL,L,1.0,9.0,7.0,32-36,3.0,5.5,Wainwright,Wilson,None,2:16,D,33781.0,.75,-1.0
230,"Sunday, Jun 20 (2)",ATL,Home,STL,W,1.0,0.0,7.0,33-36,3.0,5.5,Smyly,Kim,Smith,1:58,N,36977.0,.66,1.0
232,"Monday, Jun 21 (2)",ATL,@,NYM,W,1.0,0.0,7.0,34-37,3.0,5.5,Anderson,Castro,Smith,2:33,N,18698.0,1.06,1.0
233,"Tuesday, Jun 22",ATL,@,NYM,W,3.0,0.0,9.0,35-37,2.0,4.5,Morton,Diaz,Smith,3:02,N,17063.0,1.10,2.0
234,"Wednesday, Jun 23",ATL,@,NYM,L,3.0,7.0,9.0,35-38,3.0,5.5,Oswalt,Wright,Diaz,3:42,N,15645.0,1.26,-1.0
235,"Thursday, Jun 24",ATL,@,CIN,L,3.0,5.0,9.0,35-39,4.0,6.0,Santillan,Chavez,Brach,3:12,N,23941.0,.78,-2.0
236,"Friday, Jun 25",ATL,@,CIN,W,3.0,2.0,9.0,36-39,3.0,5.5,Smyly,Gutiérrez,Smith,3:03,N,30231.0,.74,1.0
237,"Saturday, Jun 26",ATL,@,CIN,L,1.0,4.0,9.0,36-40,3.0,6.5,Castillo,Anderson,Garrett,2:35,D,34671.0,.82,-1.0
238,"Sunday, Jun 27",ATL,@,CIN,W,4.0,0.0,9.0,37-40,3.0,5.5,Muller,Mahle,None,3:15,D,21696.0,.73,1.0
239,"Tuesday, Jun 29",ATL,Home,NYM,L,3.0,4.0,9.0,37-41,4.0,6.0,Smith,Minter,Diaz,3:15,N,29274.0,1.13,-1.0
240,"Wednesday, Jun 30",ATL,Home,NYM,W,20.0,2.0,9.0,38-41,3.0,5.0,Fried,Peterson,None,3:21,N,28405.0,.89,1.0
241,"Thursday, Jul 1",ATL,Home,NYM,W-wo,4.0,3.0,9.0,39-41,3.0,4.0,Smith,Lugo,None,3:05,N,35777.0,1.02,2.0
242,"Friday, Jul 2",ATL,Home,MIA,W,1.0,0.0,9.0,40-41,3.0,3.5,Smyly,Lopez,Smith,3:24,N,38203.0,.97,3.0
243,"Saturday, Jul 3",ATL,Home,MIA,L,2.0,3.0,9.0,40-42,3.0,4.5,Alcantara,Muller,Garcia,3:14,D,38526.0,.98,-1.0
244,"Sunday, Jul 4",ATL,Home,MIA,W-wo,8.0,7.0,10.0,41-42,2.0,4.0,Smith,Bass,None,4:08,D,34485.0,.90,1.0
245,"Monday, Jul 5",ATL,@,PIT,L,1.0,11.0,9.0,41-43,3.0,5.0,De Jong,Fried,None,3:31,N,11600.0,.89,-1.0
246,"Tuesday, Jul 6",ATL,@,PIT,L-wo,1.0,2.0,9.0,41-44,4.0,5.5,Rodriguez,Matzek,None,3:20,N,10844.0,.80,-2.0
247,"Wednesday, Jul 7",ATL,@,PIT,W,14.0,3.0,9.0,42-44,3.0,5.0,Smyly,Crick,None,4:08,D,10094.0,.74,1.0
248,"Friday, Jul 9",ATL,@,MIA,W,5.0,0.0,9.0,43-44,2.0,5.0,Morton,Bass,None,3:01,N,7446.0,.91,2.0
249,"Saturday, Jul 10",ATL,@,MIA,W,5.0,4.0,9.0,44-44,2.0,4.5,Fried,Rogers,Smith,3:37,D,12178.0,.93,3.0
250,"Sunday, Jul 11",ATL,@,MIA,L,4.0,7.0,9.0,44-45,3.0,4.5,Lopez,Anderson,None,3:05,D,9456.0,1.09,-1.0
251,"Friday, Jul 16",ATL,Home,TBR,L,6.0,7.0,10.0,44-46,3.0,4.5,Wisler,Chavez,Fairbanks,3:46,N,40485.0,.97,-2.0
252,"Saturday, Jul 17",ATL,Home,TBR,W,9.0,0.0,9.0,45-46,3.0,3.5,Fried,Fleming,None,2:33,N,40868.0,.93,1.0
253,"Sunday, Jul 18",ATL,Home,TBR,L,5.0,7.0,9.0,45-47,3.0,4.5,Springs,Minter,Fairbanks,3:11,D,34544.0,.99,-1.0
254,"Tuesday, Jul 20",ATL,Home,SDP,W,2.0,1.0,9.0,46-47,3.0,4.0,Toussaint,Darvish,Smith,2:50,N,36621.0,.82,1.0
255,"Wednesday, Jul 21 (1)",ATL,Home,SDP,L,2.0,3.0,7.0,46-48,3.0,5.0,Paddack,Muller,Melancon,2:36,D,28621.0,.98,-1.0
256,"Thursday, Jul 22",ATL,@,PHI,W,7.0,2.0,9.0,47-48,2.0,4.5,Morton,Moore,None,3:09,N,22645.0,1.06,1.0
257,"Friday, Jul 23",ATL,@,PHI,L,1.0,5.0,9.0,47-49,3.0,5.5,Wheeler,Fried,None,3:10,N,23546.0,1.17,-1.0
258,"Saturday, Jul 24",ATL,@,PHI,W,15.0,3.0,9.0,48-49,2.0,4.5,Tomlin,Velasquez,None,3:31,N,24479.0,.98,1.0
259,"Sunday, Jul 25",ATL,@,PHI,L,1.0,2.0,9.0,48-50,3.0,5.5,Nola,Toussaint,Suarez,2:30,D,19370.0,1.25,-1.0
261,"Monday, Jul 26 (2)",ATL,@,NYM,L,0.0,1.0,7.0,49-51,3.0,5.5,May,Jackson,Diaz,2:11,N,24384.0,1.50,-1.0
262,"Tuesday, Jul 27",ATL,@,NYM,W,12.0,5.0,9.0,50-51,3.0,4.5,Morton,Eickhoff,None,3:10,N,24000.0,1.24,1.0
263,"Wednesday, Jul 28",ATL,@,NYM,L,1.0,2.0,9.0,50-52,3.0,5.5,May,Fried,Diaz,3:01,N,25787.0,1.52,-1.0
264,"Thursday, Jul 29",ATL,@,NYM,W,6.0,3.0,9.0,51-52,3.0,4.5,Chavez,Walker,Smith,2:53,D,26080.0,1.33,1.0
265,"Friday, Jul 30",ATL,Home,MIL,L,5.0,9.0,9.0,51-53,3.0,4.5,Boxberger,Toussaint,None,3:37,N,38680.0,1.03,-1.0
266,"Saturday, Jul 31",ATL,Home,MIL,W,8.0,1.0,9.0,52-53,2.0,4.5,Chavez,Woodruff,None,3:27,N,39088.0,1.01,1.0
267,"Sunday, Aug 1",ATL,Home,MIL,L,1.0,2.0,9.0,52-54,3.0,4.5,Anderson,Morton,Hader,2:38,D,33469.0,1.08,-1.0
268,"Tuesday, Aug 3",ATL,@,STL,W,6.0,1.0,9.0,53-54,3.0,3.0,Fried,Lester,None,2:39,N,31509.0,1.06,1.0
269,"Wednesday, Aug 4",ATL,@,STL,W,7.0,4.0,9.0,54-54,3.0,3.0,Martin,Gallegos,Smith,3:28,N,32205.0,1.21,2.0
270,"Thursday, Aug 5",ATL,@,STL,W,8.0,4.0,9.0,55-54,3.0,2.0,Santana,Gallegos,None,3:30,N,30549.0,1.24,3.0
271,"Friday, Aug 6",ATL,Home,WSN,W,8.0,4.0,9.0,56-54,3.0,1.0,Santana,Fedde,None,3:11,N,34454.0,1.32,4.0
272,"Saturday, Aug 7",ATL,Home,WSN,L,2.0,3.0,9.0,56-55,3.0,2.0,Machado,Smith,Finnegan,3:01,N,38300.0,1.50,-1.0
273,"Sunday, Aug 8",ATL,Home,WSN,W,5.0,4.0,9.0,57-55,2.0,2.0,Fried,Corbin,Martin,2:42,D,29101.0,1.34,1.0
274,"Tuesday, Aug 10",ATL,Home,CIN,W,3.0,2.0,9.0,58-55,2.0,1.0,Smyly,Hembree,Smith,3:02,N,24432.0,1.41,2.0
275,"Wednesday, Aug 11",ATL,Home,CIN,W-wo,8.0,6.0,11.0,59-55,1.0,Tied,Santana,Sims,None,3:58,N,23375.0,1.56,3.0
276,"Thursday, Aug 12",ATL,Home,CIN,L,3.0,12.0,9.0,59-56,3.0,1.0,Gutiérrez,Muller,None,3:12,N,23395.0,1.67,-1.0
277,"Friday, Aug 13",ATL,@,WSN,W,4.0,2.0,9.0,60-56,1.0,Tied,Morton,Gray,Smith,3:02,N,24812.0,1.49,1.0
278,"Saturday, Aug 14",ATL,@,WSN,W,12.0,2.0,9.0,61-56,1.0,Tied,Fried,Corbin,None,3:17,N,27959.0,1.69,2.0
279,"Sunday, Aug 15",ATL,@,WSN,W,6.0,5.0,9.0,62-56,1.0,up 1.0,Chavez,Espino,Smith,3:19,D,27488.0,1.74,3.0
280,"Monday, Aug 16",ATL,@,MIA,W,12.0,2.0,9.0,63-56,1.0,up 1.5,Toussaint,Garrett,None,3:28,N,6442.0,1.89,4.0
281,"Tuesday, Aug 17",ATL,@,MIA,W,2.0,0.0,9.0,64-56,1.0,up 2.5,Martin,Alcantara,Smith,2:33,N,6079.0,1.85,5.0
282,"Wednesday, Aug 18",ATL,@,MIA,W,11.0,9.0,9.0,65-56,1.0,up 3.5,Morton,Luzardo,None,3:49,N,6871.0,1.75,6.0
283,"Friday, Aug 20",ATL,@,BAL,W,3.0,0.0,9.0,66-56,1.0,up 4.0,Fried,Akin,None,2:29,N,13583.0,1.57,7.0
284,"Saturday, Aug 21",ATL,@,BAL,W,5.0,4.0,9.0,67-56,1.0,up 5.0,Smyly,Harvey,Smith,3:01,N,15774.0,1.50,8.0
285,"Sunday, Aug 22",ATL,@,BAL,W,3.0,1.0,9.0,68-56,1.0,up 5.0,Toussaint,Means,Smith,2:55,D,11180.0,1.28,9.0
286,"Monday, Aug 23",ATL,Home,NYY,L,1.0,5.0,9.0,68-57,1.0,up 4.5,Montgomery,Ynoa,None,2:58,N,39176.0,1.23,-1.0
287,"Tuesday, Aug 24",ATL,Home,NYY,L,4.0,5.0,9.0,68-58,1.0,up 4.5,Holmes,Morton,Peralta,3:35,N,37426.0,1.38,-2.0
288,"Friday, Aug 27",ATL,Home,SFG,W,6.0,5.0,9.0,69-58,1.0,up 5.5,Minter,Watson,Smith,2:54,N,35586.0,1.07,1.0
289,"Saturday, Aug 28",ATL,Home,SFG,L,0.0,5.0,9.0,69-59,1.0,up 4.5,Webb,Ynoa,None,2:53,N,39558.0,.97,-1.0
290,"Sunday, Aug 29",ATL,Home,SFG,W,9.0,0.0,9.0,70-59,1.0,up 4.5,Anderson,DeSclafani,None,3:15,D,28820.0,1.24,1.0
291,"Monday, Aug 30",ATL,@,LAD,L,3.0,5.0,9.0,70-60,1.0,up 3.5,Urias,Smyly,Treinen,3:00,N,49410.0,1.23,-1.0
292,"Tuesday, Aug 31",ATL,@,LAD,L,2.0,3.0,9.0,70-61,1.0,up 2.5,Treinen,Matzek,Jansen,2:55,N,44952.0,1.54,-2.0
293,"Wednesday, Sep 1",ATL,@,LAD,L,3.0,4.0,9.0,70-62,1.0,up 2.0,Bickford,Martin,Kelly,3:00,N,47473.0,1.82,-3.0
294,"Thursday, Sep 2",ATL,@,COL,W,6.0,5.0,9.0,71-62,1.0,up 2.0,Webb,Almonte,Smith,2:51,N,21481.0,1.90,1.0
295,"Friday, Sep 3",ATL,@,COL,L,3.0,4.0,9.0,71-63,1.0,up 2.0,Senzatela,Ynoa,Estevez,2:31,N,24371.0,1.99,-1.0
296,"Saturday, Sep 4",ATL,@,COL,L,6.0,7.0,9.0,71-64,1.0,up 2.0,Kinley,Minter,Estevez,3:10,N,35351.0,2.02,-2.0
297,"Sunday, Sep 5",ATL,@,COL,W,9.0,2.0,9.0,72-64,1.0,up 2.0,Morton,Feltner,None,2:38,D,33957.0,2.04,1.0
298,"Tuesday, Sep 7",ATL,Home,WSN,W,8.0,5.0,9.0,73-64,1.0,up 2.5,Jackson,Harper,Smith,3:14,N,20544.0,2.19,2.0
299,"Wednesday, Sep 8",ATL,Home,WSN,L,2.0,4.0,9.0,73-65,1.0,up 2.5,Voth,Rodriguez,Finnegan,3:35,N,20074.0,2.09,-1.0
323,"Friday, Apr 2",BAL,@,BOS,W,3.0,0.0,9.0,1-0,2.0,0.5,Means,Eovaldi,Valdez,3:10,D,4452.0,1.08,1.0
324,"Saturday, Apr 3",BAL,@,BOS,W,4.0,2.0,9.0,2-0,1.0,up 0.5,Plutko,Houck,Valdez,2:51,D,4571.0,1.08,2.0
325,"Sunday, Apr 4",BAL,@,BOS,W,11.0,3.0,9.0,3-0,1.0,up 1.0,Zimmermann,Richards,None,3:28,D,4458.0,1.16,3.0
326,"Monday, Apr 5",BAL,@,NYY,L,0.0,7.0,9.0,3-1,1.0,Tied,Montgomery,Lopez,None,2:58,N,9008.0,1.25,-1.0
327,"Tuesday, Apr 6",BAL,@,NYY,L,2.0,7.0,9.0,3-2,1.0,Tied,Cole,Kremer,None,2:58,N,9404.0,1.12,-2.0
328,"Wednesday, Apr 7",BAL,@,NYY,W,4.0,3.0,11.0,4-2,1.0,up 1.0,Valdez,Green,Fry,3:54,N,10254.0,1.15,1.0
329,"Thursday, Apr 8",BAL,Home,BOS,L,3.0,7.0,9.0,4-3,1.0,Tied,Rodriguez,Harvey,None,3:08,D,10150.0,1.24,-1.0
330,"Saturday, Apr 10",BAL,Home,BOS,L,4.0,6.0,10.0,4-4,2.0,1.0,Barnes,Tate,Andriese,3:34,N,9307.0,1.17,-2.0
331,"Sunday, Apr 11",BAL,Home,BOS,L,9.0,14.0,9.0,4-5,2.0,2.0,Pivetta,Lopez,None,3:46,D,8171.0,1.15,-3.0
333,"Tuesday, Apr 13 (2)",BAL,Home,SEA,W-wo,7.0,6.0,7.0,5-6,2.0,2.5,Valdez,Sadler,None,2:38,N,4147.0,.91,1.0
335,"Thursday, Apr 15 (2)",BAL,Home,SEA,L,1.0,2.0,7.0,5-8,4.0,4.0,Dunn,Zimmermann,Middleton,2:01,N,5060.0,.89,-2.0
336,"Friday, Apr 16",BAL,@,TEX,W,5.0,2.0,9.0,6-8,3.0,3.5,Lopez,Foltynewicz,Valdez,2:32,N,22173.0,.87,1.0
337,"Saturday, Apr 17",BAL,@,TEX,W,6.0,1.0,9.0,7-8,2.0,3.5,Lakins,Rodriguez,None,3:05,N,29338.0,.86,2.0
338,"Sunday, Apr 18",BAL,@,TEX,L-wo,0.0,1.0,10.0,7-9,3.0,3.0,King,Lakins,None,3:00,D,24267.0,.93,-1.0
339,"Tuesday, Apr 20",BAL,@,MIA,W,7.0,5.0,9.0,8-9,3.0,3.5,Harvey,Neidert,Valdez,3:26,N,4540.0,.86,1.0
340,"Wednesday, Apr 21",BAL,@,MIA,L,0.0,3.0,9.0,8-10,3.0,3.5,Rogers,Zimmermann,Garcia,2:42,D,4028.0,.88,-1.0
341,"Friday, Apr 23",BAL,Home,OAK,L,1.0,3.0,9.0,8-11,4.0,4.0,Irvin,Lopez,Diekman,2:53,N,7574.0,.88,-2.0
342,"Saturday, Apr 24",BAL,Home,OAK,L,2.0,7.0,9.0,8-12,5.0,4.0,Bassitt,LeBlanc,None,3:19,N,7616.0,.83,-3.0
343,"Sunday, Apr 25",BAL,Home,OAK,W,8.0,1.0,9.0,9-12,4.0,4.0,Means,Luzardo,None,2:56,D,8107.0,.80,1.0
344,"Monday, Apr 26",BAL,Home,NYY,W,4.0,2.0,9.0,10-12,4.0,3.5,Harvey,Garcia,Valdez,2:41,N,6367.0,.96,2.0
345,"Tuesday, Apr 27",BAL,Home,NYY,L,1.0,5.0,9.0,10-13,4.0,4.5,Kluber,Zimmermann,None,2:53,N,6662.0,.95,-1.0
346,"Wednesday, Apr 28",BAL,Home,NYY,L,0.0,7.0,9.0,10-14,5.0,5.5,German,Kremer,None,2:33,N,7338.0,.88,-2.0
347,"Thursday, Apr 29",BAL,Home,NYY,W-wo,4.0,3.0,10.0,11-14,4.0,4.5,Scott,Loaisiga,None,3:30,D,7738.0,.80,1.0
348,"Friday, Apr 30",BAL,@,OAK,W,3.0,2.0,9.0,12-14,4.0,4.5,Means,Fiers,Valdez,2:40,N,5777.0,.81,2.0
349,"Saturday, May 1",BAL,@,OAK,W,8.0,4.0,9.0,13-14,3.0,3.5,Harvey,Luzardo,None,3:10,D,6469.0,.87,3.0
350,"Sunday, May 2",BAL,@,OAK,L,5.0,7.0,9.0,13-15,5.0,3.5,Petit,Lakins,Trivino,3:03,D,5862.0,.93,-1.0
351,"Monday, May 3",BAL,@,SEA,W,5.0,3.0,9.0,14-15,5.0,3.0,Sulser,Misiewicz,Valdez,2:55,N,5776.0,.90,1.0
352,"Tuesday, May 4",BAL,@,SEA,L,2.0,5.0,9.0,14-16,5.0,4.0,Montero,Lakins,None,3:15,N,6504.0,.97,-1.0
353,"Wednesday, May 5",BAL,@,SEA,W,6.0,0.0,9.0,15-16,5.0,3.0,Means,Kikuchi,None,2:25,D,6742.0,.87,1.0
354,"Friday, May 7",BAL,Home,BOS,L,2.0,6.0,9.0,15-17,5.0,4.5,Rodriguez,Harvey,None,3:25,N,7724.0,1.05,-1.0
355,"Saturday, May 8",BAL,Home,BOS,L,6.0,11.0,9.0,15-18,5.0,5.5,Richards,Lowther,None,3:25,N,10598.0,.94,-2.0
356,"Sunday, May 9",BAL,Home,BOS,L,3.0,4.0,9.0,15-19,5.0,6.5,Pivetta,Kremer,Barnes,2:57,D,10274.0,.90,-3.0
357,"Monday, May 10",BAL,Home,BOS,W,4.0,1.0,9.0,16-19,5.0,5.5,Scott,Andriese,Valdez,2:45,N,6826.0,.81,1.0
358,"Tuesday, May 11",BAL,@,NYM,L-wo,2.0,3.0,9.0,16-20,5.0,5.5,Familia,Valdez,None,3:13,N,7930.0,.73,-1.0
359,"Wednesday, May 12",BAL,@,NYM,L,1.0,7.0,9.0,16-21,5.0,5.5,Walker,Harvey,None,2:39,D,8035.0,.68,-2.0
360,"Friday, May 14",BAL,Home,NYY,L,4.0,5.0,9.0,16-22,5.0,7.0,Kluber,Lakins,Loaisiga,2:55,N,10809.0,.72,-3.0
361,"Saturday, May 15",BAL,Home,NYY,L,2.0,8.0,9.0,16-23,5.0,8.0,German,Lopez,None,3:03,N,10767.0,.62,-4.0
362,"Sunday, May 16",BAL,Home,NYY,W,10.0,6.0,9.0,17-23,5.0,7.0,Zimmermann,King,None,3:13,D,11070.0,.54,1.0
363,"Tuesday, May 18",BAL,Home,TBR,L,6.0,13.0,9.0,17-24,5.0,7.0,Kittredge,Harvey,None,3:42,N,5429.0,.54,-1.0
364,"Wednesday, May 19",BAL,Home,TBR,L,7.0,9.0,9.0,17-25,5.0,8.0,Thompson,Fry,Fairbanks,3:12,N,6581.0,.51,-2.0
365,"Thursday, May 20",BAL,Home,TBR,L,1.0,10.0,9.0,17-26,5.0,9.0,Hill,Kremer,None,3:14,D,6916.0,.43,-3.0
366,"Friday, May 21",BAL,@,WSN,L,2.0,4.0,9.0,17-27,5.0,10.0,Strasburg,Lopez,None,2:56,N,14369.0,.32,-4.0
367,"Saturday, May 22",BAL,@,WSN,L,9.0,12.0,9.0,17-28,5.0,11.0,Hudson,Plutko,Hand,3:41,D,15440.0,.26,-5.0
368,"Sunday, May 23",BAL,@,WSN,L,5.0,6.0,9.0,17-29,5.0,11.0,Corbin,Harvey,Hand,3:14,D,14618.0,.23,-6.0
369,"Monday, May 24",BAL,@,MIN,L,3.0,8.0,9.0,17-30,5.0,12.0,Alcala,Scott,None,3:09,N,8530.0,.19,-7.0
370,"Tuesday, May 25",BAL,@,MIN,L,4.0,7.0,9.0,17-31,5.0,12.0,Berrios,Kremer,Rogers,3:23,N,9969.0,.16,-8.0
371,"Wednesday, May 26",BAL,@,MIN,L,2.0,3.0,9.0,17-32,5.0,13.0,Pineda,Lopez,Robles,2:39,D,10574.0,.15,-9.0
372,"Thursday, May 27",BAL,@,CHW,L,1.0,5.0,9.0,17-33,5.0,14.0,Cease,Tate,None,3:18,N,9671.0,.11,-10.0
374,"Saturday, May 29 (2)",BAL,@,CHW,L,1.0,3.0,7.0,17-35,5.0,15.5,Lynn,Means,Hendriks,2:12,N,20029.0,.08,-12.0
375,"Sunday, May 30",BAL,@,CHW,L,1.0,3.0,9.0,17-36,5.0,16.5,Giolito,Tate,Hendriks,2:41,D,21067.0,.07,-13.0
376,"Monday, May 31",BAL,Home,MIN,L,2.0,3.0,10.0,17-37,5.0,17.5,Rogers,Plutko,Robles,2:53,D,11010.0,.05,-14.0
377,"Tuesday, Jun 1",BAL,Home,MIN,W,7.0,4.0,9.0,18-37,5.0,16.5,Zimmermann,Pineda,Sulser,3:21,N,5337.0,.04,1.0
378,"Wednesday, Jun 2",BAL,Home,MIN,W,6.0,3.0,9.0,19-37,5.0,15.5,Wells,Dobnak,None,2:54,N,5945.0,.04,2.0
379,"Friday, Jun 4",BAL,Home,CLE,W,3.0,1.0,9.0,20-37,5.0,15.0,Sulser,Shaw,Fry,2:50,N,12009.0,.05,3.0
380,"Saturday, Jun 5",BAL,Home,CLE,L,4.0,10.0,9.0,20-38,5.0,16.0,Civale,Means,None,3:28,D,9969.0,.07,-1.0
381,"Sunday, Jun 6",BAL,Home,CLE,W,18.0,5.0,9.0,21-38,5.0,16.0,Lopez,Quantrill,None,3:10,D,9423.0,.05,1.0
382,"Tuesday, Jun 8",BAL,Home,NYM,W,10.0,3.0,9.0,22-38,5.0,16.0,Zimmermann,Peterson,None,3:14,N,9431.0,.04,2.0
383,"Wednesday, Jun 9",BAL,Home,NYM,L,1.0,14.0,9.0,22-39,5.0,16.0,Walker,Harvey,None,2:43,N,9584.0,.06,-1.0
384,"Friday, Jun 11",BAL,@,TBR,L,2.0,4.0,9.0,22-40,5.0,17.0,Yarbrough,Akin,Fairbanks,2:54,N,6211.0,.06,-2.0
385,"Saturday, Jun 12",BAL,@,TBR,L,4.0,5.0,9.0,22-41,5.0,18.0,McHugh,Lopez,Castillo,3:00,D,9225.0,.04,-3.0
386,"Sunday, Jun 13",BAL,@,TBR,L,1.0,7.0,9.0,22-42,5.0,19.0,Fleming,Zimmermann,None,2:48,D,9101.0,.03,-4.0
387,"Monday, Jun 14",BAL,@,CLE,L,3.0,4.0,9.0,22-43,5.0,20.0,Sandlin,Kremer,Clase,2:46,N,11181.0,.02,-5.0
388,"Tuesday, Jun 15",BAL,@,CLE,L,2.0,7.0,9.0,22-44,5.0,20.0,Karinchak,Harvey,None,3:21,N,12025.0,.02,-6.0
